SEASON_YEAR,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,PTS
2010-11,Boston Celtics,21000001,2010-10-26T00:00:00,BOS vs. MIA,W,88
2010-11,Miami Heat,21000001,2010-10-26T00:00:00,MIA @ BOS,L,80
2010-11,Phoenix Suns,21000002,2010-10-26T00:00:00,PHX @ POR,L,92
2010-11,Portland Trail Blazers,21000002,2010-10-26T00:00:00,POR vs. PHX,W,106
2010-11,Houston Rockets,21000003,2010-10-26T00:00:00,HOU @ LAL,L,110
2010-11,Los Angeles Lakers,21000003,2010-10-26T00:00:00,LAL vs. HOU,W,112
2010-11,Boston Celtics,21000004,2010-10-27T00:00:00,BOS @ CLE,L,87
2010-11,Cleveland Cavaliers,21000004,2010-10-27T00:00:00,CLE vs. BOS,W,95
2010-11,Detroit Pistons,21000005,2010-10-27T00:00:00,DET @ NJN,L,98
2010-11,New Jersey Nets,21000005,2010-10-27T00:00:00,NJN vs. DET,W,101
2010-11,Miami Heat,21000006,2010-10-27T00:00:00,MIA @ PHI,W,97
2010-11,Philadelphia 76ers,21000006,2010-10-27T00:00:00,PHI vs. MIA,L,87
2010-11,New York Knicks,21000007,2010-10-27T00:00:00,NYK @ TOR,W,98
2010-11,Toronto Raptors,21000007,2010-10-27T00:00:00,TOR vs. NYK,L,93
2010-11,Atlanta Hawks,21000008,2010-10-27T00:00:00,ATL @ MEM,W,119
2010-11,Memphis Grizzlies,21000008,2010-10-27T00:00:00,MEM vs. ATL,L,104
2010-11,Minnesota Timberwolves,21000009,2010-10-27T00:00:00,MIN vs. SAC,L,116
2010-11,Sacramento Kings,21000009,2010-10-27T00:00:00,SAC @ MIN,W,117
2010-11,Milwaukee Bucks,21000010,2010-10-27T00:00:00,MIL @ NOH,L,91
2010-11,New Orleans Hornets,21000010,2010-10-27T00:00:00,NOH vs. MIL,W,95
2010-11,Chicago Bulls,21000011,2010-10-27T00:00:00,CHI @ OKC,L,95
2010-11,Oklahoma City Thunder,21000011,2010-10-27T00:00:00,OKC vs. CHI,W,106
2010-11,Charlotte Bobcats,21000012,2010-10-27T00:00:00,CHA @ DAL,L,86
2010-11,Dallas Mavericks,21000012,2010-10-27T00:00:00,DAL vs. CHA,W,101
2010-11,Indiana Pacers,21000013,2010-10-27T00:00:00,IND @ SAS,L,109
2010-11,San Antonio Spurs,21000013,2010-10-27T00:00:00,SAS vs. IND,W,122
2010-11,Denver Nuggets,21000014,2010-10-27T00:00:00,DEN vs. UTA,W,110
2010-11,Utah Jazz,21000014,2010-10-27T00:00:00,UTA @ DEN,L,88
2010-11,Golden State Warriors,21000015,2010-10-27T00:00:00,GSW vs. HOU,W,132
2010-11,Houston Rockets,21000015,2010-10-27T00:00:00,HOU @ GSW,L,128
2010-11,Los Angeles Clippers,21000016,2010-10-27T00:00:00,LAC vs. POR,L,88
2010-11,Portland Trail Blazers,21000016,2010-10-27T00:00:00,POR @ LAC,W,98
2010-11,Orlando Magic,21000017,2010-10-28T00:00:00,ORL vs. WAS,W,112
2010-11,Washington Wizards,21000017,2010-10-28T00:00:00,WAS @ ORL,L,83
2010-11,Phoenix Suns,21000018,2010-10-28T00:00:00,PHX @ UTA,W,110
2010-11,Utah Jazz,21000018,2010-10-28T00:00:00,UTA vs. PHX,L,94
2010-11,Charlotte Bobcats,21000019,2010-10-29T00:00:00,CHA vs. IND,L,101
2010-11,Indiana Pacers,21000019,2010-10-29T00:00:00,IND @ CHA,W,104
2010-11,New Jersey Nets,21000020,2010-10-29T00:00:00,NJN vs. SAC,W,106
2010-11,Sacramento Kings,21000020,2010-10-29T00:00:00,SAC @ NJN,L,100
2010-11,Atlanta Hawks,21000021,2010-10-29T00:00:00,ATL @ PHI,W,104
2010-11,Philadelphia 76ers,21000021,2010-10-29T00:00:00,PHI vs. ATL,L,101
2010-11,Cleveland Cavaliers,21000022,2010-10-29T00:00:00,CLE @ TOR,L,81
2010-11,Toronto Raptors,21000022,2010-10-29T00:00:00,TOR vs. CLE,W,101
2010-11,Boston Celtics,21000023,2010-10-29T00:00:00,BOS vs. NYK,W,105
2010-11,New York Knicks,21000023,2010-10-29T00:00:00,NYK @ BOS,L,101
2010-11,Detroit Pistons,21000024,2010-10-29T00:00:00,DET vs. OKC,L,104
2010-11,Oklahoma City Thunder,21000024,2010-10-29T00:00:00,OKC @ DET,W,105
2010-11,Miami Heat,21000025,2010-10-29T00:00:00,MIA vs. ORL,W,96
2010-11,Orlando Magic,21000025,2010-10-29T00:00:00,ORL @ MIA,L,70
2010-11,Milwaukee Bucks,21000026,2010-10-29T00:00:00,MIL @ MIN,L,85
2010-11,Minnesota Timberwolves,21000026,2010-10-29T00:00:00,MIN vs. MIL,W,96
2010-11,Denver Nuggets,21000027,2010-10-29T00:00:00,DEN @ NOH,L,95
2010-11,New Orleans Hornets,21000027,2010-10-29T00:00:00,NOH vs. DEN,W,101
2010-11,Dallas Mavericks,21000028,2010-10-29T00:00:00,DAL vs. MEM,L,90
2010-11,Memphis Grizzlies,21000028,2010-10-29T00:00:00,MEM @ DAL,W,91
2010-11,Golden State Warriors,21000029,2010-10-29T00:00:00,GSW vs. LAC,W,109
2010-11,Los Angeles Clippers,21000029,2010-10-29T00:00:00,LAC @ GSW,L,91
2010-11,Los Angeles Lakers,21000030,2010-10-29T00:00:00,LAL @ PHX,W,114
2010-11,Phoenix Suns,21000030,2010-10-29T00:00:00,PHX vs. LAL,L,106
2010-11,Atlanta Hawks,21000031,2010-10-30T00:00:00,ATL vs. WAS,W,99
2010-11,Washington Wizards,21000031,2010-10-30T00:00:00,WAS @ ATL,L,95
2010-11,Cleveland Cavaliers,21000032,2010-10-30T00:00:00,CLE vs. SAC,L,104
2010-11,Sacramento Kings,21000032,2010-10-30T00:00:00,SAC @ CLE,W,107
2010-11,New York Knicks,21000033,2010-10-30T00:00:00,NYK vs. POR,L,95
2010-11,Portland Trail Blazers,21000033,2010-10-30T00:00:00,POR @ NYK,W,100
2010-11,Indiana Pacers,21000034,2010-10-30T00:00:00,IND vs. PHI,W,99
2010-11,Philadelphia 76ers,21000034,2010-10-30T00:00:00,PHI @ IND,L,86
2010-11,Chicago Bulls,21000035,2010-10-30T00:00:00,CHI vs. DET,W,101
2010-11,Detroit Pistons,21000035,2010-10-30T00:00:00,DET @ CHI,L,91
2010-11,Memphis Grizzlies,21000036,2010-10-30T00:00:00,MEM vs. MIN,W,109
2010-11,Minnesota Timberwolves,21000036,2010-10-30T00:00:00,MIN @ MEM,L,89
2010-11,Denver Nuggets,21000037,2010-10-30T00:00:00,DEN @ HOU,W,107
2010-11,Houston Rockets,21000037,2010-10-30T00:00:00,HOU vs. DEN,L,94
2010-11,Charlotte Bobcats,21000038,2010-10-30T00:00:00,CHA @ MIL,L,88
2010-11,Milwaukee Bucks,21000038,2010-10-30T00:00:00,MIL vs. CHA,W,98
2010-11,New Orleans Hornets,21000039,2010-10-30T00:00:00,NOH @ SAS,W,99
2010-11,San Antonio Spurs,21000039,2010-10-30T00:00:00,SAS vs. NOH,L,90
2010-11,Miami Heat,21000040,2010-10-31T00:00:00,MIA @ NJN,W,101
2010-11,New Jersey Nets,21000040,2010-10-31T00:00:00,NJN vs. MIA,L,78
2010-11,Dallas Mavericks,21000041,2010-10-31T00:00:00,DAL @ LAC,W,99
2010-11,Los Angeles Clippers,21000041,2010-10-31T00:00:00,LAC vs. DAL,L,83
2010-11,Oklahoma City Thunder,21000042,2010-10-31T00:00:00,OKC vs. UTA,L,99
2010-11,Utah Jazz,21000042,2010-10-31T00:00:00,UTA @ OKC,W,120
2010-11,Golden State Warriors,21000043,2010-10-31T00:00:00,GSW @ LAL,L,83
2010-11,Los Angeles Lakers,21000043,2010-10-31T00:00:00,LAL vs. GSW,W,107
2010-11,Chicago Bulls,21000044,2010-11-01T00:00:00,CHI vs. POR,W,110
2010-11,Portland Trail Blazers,21000044,2010-11-01T00:00:00,POR @ CHI,L,98
2010-11,Sacramento Kings,21000045,2010-11-01T00:00:00,SAC vs. TOR,W,111
2010-11,Toronto Raptors,21000045,2010-11-01T00:00:00,TOR @ SAC,L,108
2010-11,Los Angeles Clippers,21000046,2010-11-01T00:00:00,LAC vs. SAS,L,88
2010-11,San Antonio Spurs,21000046,2010-11-01T00:00:00,SAS @ LAC,W,97
2010-11,Atlanta Hawks,21000047,2010-11-02T00:00:00,ATL @ CLE,W,100
2010-11,Cleveland Cavaliers,21000047,2010-11-02T00:00:00,CLE vs. ATL,L,88
2010-11,Philadelphia 76ers,21000048,2010-11-02T00:00:00,PHI @ WAS,L,115
2010-11,Washington Wizards,21000048,2010-11-02T00:00:00,WAS vs. PHI,W,116
2010-11,Boston Celtics,21000049,2010-11-02T00:00:00,BOS @ DET,W,109
2010-11,Detroit Pistons,21000049,2010-11-02T00:00:00,DET vs. BOS,L,86
2010-11,Miami Heat,21000050,2010-11-02T00:00:00,MIA vs. MIN,W,129
2010-11,Minnesota Timberwolves,21000050,2010-11-02T00:00:00,MIN @ MIA,L,97
2010-11,New York Knicks,21000051,2011-03-28T00:00:00,NYK vs. ORL,W,113
2010-11,Orlando Magic,21000051,2011-03-28T00:00:00,ORL @ NYK,L,106
2010-11,Milwaukee Bucks,21000052,2010-11-02T00:00:00,MIL vs. POR,L,76
2010-11,Portland Trail Blazers,21000052,2010-11-02T00:00:00,POR @ MIL,W,90
2010-11,Los Angeles Lakers,21000053,2010-11-02T00:00:00,LAL vs. MEM,W,124
2010-11,Memphis Grizzlies,21000053,2010-11-02T00:00:00,MEM @ LAL,L,105
2010-11,Atlanta Hawks,21000054,2010-11-03T00:00:00,ATL vs. DET,W,94
2010-11,Detroit Pistons,21000054,2010-11-03T00:00:00,DET @ ATL,L,85
2010-11,Charlotte Bobcats,21000055,2010-11-03T00:00:00,CHA @ NJN,W,85
2010-11,New Jersey Nets,21000055,2010-11-03T00:00:00,NJN vs. CHA,L,83
2010-11,Minnesota Timberwolves,21000056,2010-11-03T00:00:00,MIN @ ORL,L,86
2010-11,Orlando Magic,21000056,2010-11-03T00:00:00,ORL vs. MIN,W,128
2010-11,Indiana Pacers,21000057,2010-11-03T00:00:00,IND @ PHI,L,75
2010-11,Philadelphia 76ers,21000057,2010-11-03T00:00:00,PHI vs. IND,W,101
2010-11,Boston Celtics,21000058,2010-11-03T00:00:00,BOS vs. MIL,W,105
2010-11,Milwaukee Bucks,21000058,2010-11-03T00:00:00,MIL @ BOS,L,102
2010-11,Houston Rockets,21000059,2010-11-03T00:00:00,HOU vs. NOH,L,99
2010-11,New Orleans Hornets,21000059,2010-11-03T00:00:00,NOH @ HOU,W,107
2010-11,Dallas Mavericks,21000060,2010-11-03T00:00:00,DAL @ DEN,W,102
2010-11,Denver Nuggets,21000060,2010-11-03T00:00:00,DEN vs. DAL,L,101
2010-11,Toronto Raptors,21000061,2010-11-03T00:00:00,TOR @ UTA,L,108
2010-11,Utah Jazz,21000061,2010-11-03T00:00:00,UTA vs. TOR,W,125
2010-11,Phoenix Suns,21000062,2010-11-03T00:00:00,PHX vs. SAS,L,110
2010-11,San Antonio Spurs,21000062,2010-11-03T00:00:00,SAS @ PHX,W,112
2010-11,Golden State Warriors,21000063,2010-11-03T00:00:00,GSW vs. MEM,W,115
2010-11,Memphis Grizzlies,21000063,2010-11-03T00:00:00,MEM @ GSW,L,109
2010-11,Los Angeles Clippers,21000064,2010-11-03T00:00:00,LAC vs. OKC,W,107
2010-11,Oklahoma City Thunder,21000064,2010-11-03T00:00:00,OKC @ LAC,L,92
2010-11,Los Angeles Lakers,21000065,2010-11-03T00:00:00,LAL @ SAC,W,112
2010-11,Sacramento Kings,21000065,2010-11-03T00:00:00,SAC vs. LAL,L,100
2010-11,Chicago Bulls,21000066,2010-11-04T00:00:00,CHI vs. NYK,L,112
2010-11,New York Knicks,21000066,2010-11-04T00:00:00,NYK @ CHI,W,120
2010-11,Oklahoma City Thunder,21000067,2010-11-04T00:00:00,OKC @ POR,W,107
2010-11,Portland Trail Blazers,21000067,2010-11-04T00:00:00,POR vs. OKC,L,106
2010-11,Indiana Pacers,21000068,2010-11-05T00:00:00,IND vs. MIL,L,90
2010-11,Milwaukee Bucks,21000068,2010-11-05T00:00:00,MIL @ IND,W,94
2010-11,New Jersey Nets,21000069,2010-11-05T00:00:00,NJN @ ORL,L,90
2010-11,Orlando Magic,21000069,2010-11-05T00:00:00,ORL vs. NJN,W,105
2010-11,Cleveland Cavaliers,21000070,2010-11-05T00:00:00,CLE @ PHI,W,123
2010-11,Philadelphia 76ers,21000070,2010-11-05T00:00:00,PHI vs. CLE,L,116
2010-11,Charlotte Bobcats,21000071,2010-11-05T00:00:00,CHA @ DET,L,90
2010-11,Detroit Pistons,21000071,2010-11-05T00:00:00,DET vs. CHA,W,97
2010-11,New York Knicks,21000072,2010-11-05T00:00:00,NYK vs. WAS,W,112
2010-11,Washington Wizards,21000072,2010-11-05T00:00:00,WAS @ NYK,L,91
2010-11,Boston Celtics,21000073,2010-11-05T00:00:00,BOS vs. CHI,W,110
2010-11,Chicago Bulls,21000073,2010-11-05T00:00:00,CHI @ BOS,L,105
2010-11,Atlanta Hawks,21000074,2010-11-05T00:00:00,ATL @ MIN,W,113
2010-11,Minnesota Timberwolves,21000074,2010-11-05T00:00:00,MIN vs. ATL,L,103
2010-11,Miami Heat,21000075,2010-11-05T00:00:00,MIA @ NOH,L,93
2010-11,New Orleans Hornets,21000075,2010-11-05T00:00:00,NOH vs. MIA,W,96
2010-11,Memphis Grizzlies,21000076,2010-11-05T00:00:00,MEM @ PHX,L,118
2010-11,Phoenix Suns,21000076,2010-11-05T00:00:00,PHX vs. MEM,W,123
2010-11,Denver Nuggets,21000077,2010-11-05T00:00:00,DEN vs. LAC,W,111
2010-11,Los Angeles Clippers,21000077,2010-11-05T00:00:00,LAC @ DEN,L,104
2010-11,Golden State Warriors,21000078,2010-11-05T00:00:00,GSW vs. UTA,W,85
2010-11,Utah Jazz,21000078,2010-11-05T00:00:00,UTA @ GSW,L,78
2010-11,Los Angeles Lakers,21000079,2010-11-05T00:00:00,LAL vs. TOR,W,108
2010-11,Toronto Raptors,21000079,2010-11-05T00:00:00,TOR @ LAL,L,103
2010-11,Charlotte Bobcats,21000080,2010-11-06T00:00:00,CHA vs. ORL,L,88
2010-11,Orlando Magic,21000080,2010-11-06T00:00:00,ORL @ CHA,W,91
2010-11,Cleveland Cavaliers,21000081,2010-11-06T00:00:00,CLE @ WAS,W,107
2010-11,Washington Wizards,21000081,2010-11-06T00:00:00,WAS vs. CLE,L,102
2010-11,Miami Heat,21000082,2010-11-06T00:00:00,MIA vs. NJN,W,101
2010-11,New Jersey Nets,21000082,2010-11-06T00:00:00,NJN @ MIA,L,89
2010-11,Milwaukee Bucks,21000083,2010-11-06T00:00:00,MIL vs. NOH,L,81
2010-11,New Orleans Hornets,21000083,2010-11-06T00:00:00,NOH @ MIL,W,87
2010-11,Houston Rockets,21000084,2010-11-06T00:00:00,HOU @ SAS,L,121
2010-11,San Antonio Spurs,21000084,2010-11-06T00:00:00,SAS vs. HOU,W,124
2010-11,Dallas Mavericks,21000085,2010-11-06T00:00:00,DAL vs. DEN,L,92
2010-11,Denver Nuggets,21000085,2010-11-06T00:00:00,DEN @ DAL,W,103
2010-11,Los Angeles Clippers,21000086,2010-11-06T00:00:00,LAC @ UTA,L,107
2010-11,Utah Jazz,21000086,2010-11-06T00:00:00,UTA vs. LAC,W,109
2010-11,Portland Trail Blazers,21000087,2010-11-06T00:00:00,POR vs. TOR,W,97
2010-11,Toronto Raptors,21000087,2010-11-06T00:00:00,TOR @ POR,L,84
2010-11,Memphis Grizzlies,21000088,2010-11-06T00:00:00,MEM @ SAC,W,100
2010-11,Sacramento Kings,21000088,2010-11-06T00:00:00,SAC vs. MEM,L,91
2010-11,New York Knicks,21000089,2010-11-07T00:00:00,NYK vs. PHI,L,96
2010-11,Philadelphia 76ers,21000089,2010-11-07T00:00:00,PHI @ NYK,W,106
2010-11,Atlanta Hawks,21000090,2010-11-07T00:00:00,ATL vs. PHX,L,114
2010-11,Phoenix Suns,21000090,2010-11-07T00:00:00,PHX @ ATL,W,118
2010-11,Detroit Pistons,21000091,2010-11-07T00:00:00,DET vs. GSW,W,102
2010-11,Golden State Warriors,21000091,2010-11-07T00:00:00,GSW @ DET,L,97
2010-11,Houston Rockets,21000092,2010-11-07T00:00:00,HOU vs. MIN,W,120
2010-11,Minnesota Timberwolves,21000092,2010-11-07T00:00:00,MIN @ HOU,L,94
2010-11,Boston Celtics,21000093,2010-11-07T00:00:00,BOS @ OKC,W,92
2010-11,Oklahoma City Thunder,21000093,2010-11-07T00:00:00,OKC vs. BOS,L,83
2010-11,Los Angeles Lakers,21000094,2010-11-07T00:00:00,LAL vs. POR,W,121
2010-11,Portland Trail Blazers,21000094,2010-11-07T00:00:00,POR @ LAL,L,96
2010-11,Charlotte Bobcats,21000095,2010-11-08T00:00:00,CHA vs. SAS,L,91
2010-11,San Antonio Spurs,21000095,2010-11-08T00:00:00,SAS @ CHA,W,95
2010-11,Atlanta Hawks,21000096,2010-11-08T00:00:00,ATL @ ORL,L,89
2010-11,Orlando Magic,21000096,2010-11-08T00:00:00,ORL vs. ATL,W,93
2010-11,Golden State Warriors,21000097,2010-11-08T00:00:00,GSW @ TOR,W,109
2010-11,Toronto Raptors,21000097,2010-11-08T00:00:00,TOR vs. GSW,L,102
2010-11,Chicago Bulls,21000098,2010-11-08T00:00:00,CHI vs. DEN,W,94
2010-11,Denver Nuggets,21000098,2010-11-08T00:00:00,DEN @ CHI,L,92
2010-11,Memphis Grizzlies,21000099,2010-11-08T00:00:00,MEM vs. PHX,W,109
2010-11,Phoenix Suns,21000099,2010-11-08T00:00:00,PHX @ MEM,L,99
2010-11,Boston Celtics,21000100,2010-11-08T00:00:00,BOS @ DAL,L,87
2010-11,Dallas Mavericks,21000100,2010-11-08T00:00:00,DAL vs. BOS,W,89
2010-11,Denver Nuggets,21000101,2010-11-09T00:00:00,DEN @ IND,L,113
2010-11,Indiana Pacers,21000101,2010-11-09T00:00:00,IND vs. DEN,W,144
2010-11,Cleveland Cavaliers,21000102,2010-11-09T00:00:00,CLE @ NJN,W,93
2010-11,New Jersey Nets,21000102,2010-11-09T00:00:00,NJN vs. CLE,L,91
2010-11,Miami Heat,21000103,2010-11-09T00:00:00,MIA vs. UTA,L,114
2010-11,Utah Jazz,21000103,2010-11-09T00:00:00,UTA @ MIA,W,116
2010-11,Milwaukee Bucks,21000104,2010-11-09T00:00:00,MIL vs. NYK,W,107
2010-11,New York Knicks,21000104,2010-11-09T00:00:00,NYK @ MIL,L,80
2010-11,Los Angeles Clippers,21000105,2010-11-09T00:00:00,LAC @ NOH,L,82
2010-11,New Orleans Hornets,21000105,2010-11-09T00:00:00,NOH vs. LAC,W,101
2010-11,Detroit Pistons,21000106,2010-11-09T00:00:00,DET @ POR,L,78
2010-11,Portland Trail Blazers,21000106,2010-11-09T00:00:00,POR vs. DET,W,100
2010-11,Los Angeles Lakers,21000107,2010-11-09T00:00:00,LAL vs. MIN,W,99
2010-11,Minnesota Timberwolves,21000107,2010-11-09T00:00:00,MIN @ LAL,L,94
2010-11,Atlanta Hawks,21000108,2010-11-10T00:00:00,ATL vs. MIL,L,91
2010-11,Milwaukee Bucks,21000108,2010-11-10T00:00:00,MIL @ ATL,W,108
2010-11,Orlando Magic,21000109,2010-11-10T00:00:00,ORL vs. UTA,L,94
2010-11,Utah Jazz,21000109,2010-11-10T00:00:00,UTA @ ORL,W,104
2010-11,Charlotte Bobcats,21000110,2010-11-10T00:00:00,CHA @ TOR,W,101
2010-11,Toronto Raptors,21000110,2010-11-10T00:00:00,TOR vs. CHA,L,96
2010-11,Houston Rockets,21000111,2010-11-10T00:00:00,HOU @ WAS,L,91
2010-11,Washington Wizards,21000111,2010-11-10T00:00:00,WAS vs. HOU,W,98
2010-11,Cleveland Cavaliers,21000112,2010-11-10T00:00:00,CLE vs. NJN,L,87
2010-11,New Jersey Nets,21000112,2010-11-10T00:00:00,NJN @ CLE,W,95
2010-11,Golden State Warriors,21000113,2010-11-10T00:00:00,GSW @ NYK,W,122
2010-11,New York Knicks,21000113,2010-11-10T00:00:00,NYK vs. GSW,L,117
2010-11,Dallas Mavericks,21000114,2010-11-10T00:00:00,DAL @ MEM,W,106
2010-11,Memphis Grizzlies,21000114,2010-11-10T00:00:00,MEM vs. DAL,L,91
2010-11,Oklahoma City Thunder,21000115,2010-11-10T00:00:00,OKC vs. PHI,W,109
2010-11,Philadelphia 76ers,21000115,2010-11-10T00:00:00,PHI @ OKC,L,103
2010-11,Los Angeles Clippers,21000116,2010-11-10T00:00:00,LAC @ SAS,L,95
2010-11,San Antonio Spurs,21000116,2010-11-10T00:00:00,SAS vs. LAC,W,107
2010-11,Minnesota Timberwolves,21000117,2010-11-10T00:00:00,MIN @ SAC,W,98
2010-11,Sacramento Kings,21000117,2010-11-10T00:00:00,SAC vs. MIN,L,89
2010-11,Boston Celtics,21000118,2010-11-11T00:00:00,BOS @ MIA,W,112
2010-11,Miami Heat,21000118,2010-11-11T00:00:00,MIA vs. BOS,L,107
2010-11,Chicago Bulls,21000119,2010-11-11T00:00:00,CHI vs. GSW,W,120
2010-11,Golden State Warriors,21000119,2010-11-11T00:00:00,GSW @ CHI,L,90
2010-11,Denver Nuggets,21000120,2010-11-11T00:00:00,DEN vs. LAL,W,118
2010-11,Los Angeles Lakers,21000120,2010-11-11T00:00:00,LAL @ DEN,L,112
2010-11,Atlanta Hawks,21000121,2010-11-12T00:00:00,ATL vs. UTA,L,86
2010-11,Utah Jazz,21000121,2010-11-12T00:00:00,UTA @ ATL,W,90
2010-11,Houston Rockets,21000122,2010-11-12T00:00:00,HOU @ IND,W,102
2010-11,Indiana Pacers,21000122,2010-11-12T00:00:00,IND vs. HOU,L,99
2010-11,Orlando Magic,21000123,2010-11-12T00:00:00,ORL vs. TOR,L,106
2010-11,Toronto Raptors,21000123,2010-11-12T00:00:00,TOR @ ORL,W,110
2010-11,Charlotte Bobcats,21000124,2010-11-12T00:00:00,CHA @ WAS,W,93
2010-11,Washington Wizards,21000124,2010-11-12T00:00:00,WAS vs. CHA,L,85
2010-11,Minnesota Timberwolves,21000125,2010-11-12T00:00:00,MIN vs. NYK,W,112
2010-11,New York Knicks,21000125,2010-11-12T00:00:00,NYK @ MIN,L,103
2010-11,Dallas Mavericks,21000126,2010-11-12T00:00:00,DAL vs. PHI,W,99
2010-11,Philadelphia 76ers,21000126,2010-11-12T00:00:00,PHI @ DAL,L,90
2010-11,Phoenix Suns,21000127,2010-11-12T00:00:00,PHX vs. SAC,W,103
2010-11,Sacramento Kings,21000127,2010-11-12T00:00:00,SAC @ PHX,L,89
2010-11,Oklahoma City Thunder,21000128,2010-11-12T00:00:00,OKC vs. POR,W,110
2010-11,Portland Trail Blazers,21000128,2010-11-12T00:00:00,POR @ OKC,L,108
2010-11,Detroit Pistons,21000129,2010-11-12T00:00:00,DET @ LAC,W,113
2010-11,Los Angeles Clippers,21000129,2010-11-12T00:00:00,LAC vs. DET,L,107
2010-11,Charlotte Bobcats,21000130,2010-11-13T00:00:00,CHA vs. UTA,L,95
2010-11,Utah Jazz,21000130,2010-11-13T00:00:00,UTA @ CHA,W,96
2010-11,New Jersey Nets,21000131,2010-11-13T00:00:00,NJN vs. ORL,L,90
2010-11,Orlando Magic,21000131,2010-11-13T00:00:00,ORL @ NJN,W,91
2010-11,Cleveland Cavaliers,21000132,2010-11-13T00:00:00,CLE vs. IND,L,85
2010-11,Indiana Pacers,21000132,2010-11-13T00:00:00,IND @ CLE,W,99
2010-11,Miami Heat,21000133,2010-11-13T00:00:00,MIA vs. TOR,W,109
2010-11,Toronto Raptors,21000133,2010-11-13T00:00:00,TOR @ MIA,L,100
2010-11,Chicago Bulls,21000134,2010-11-13T00:00:00,CHI vs. WAS,W,103
2010-11,Washington Wizards,21000134,2010-11-13T00:00:00,WAS @ CHI,L,96
2010-11,Boston Celtics,21000135,2010-11-13T00:00:00,BOS @ MEM,W,116
2010-11,Memphis Grizzlies,21000135,2010-11-13T00:00:00,MEM vs. BOS,L,110
2010-11,New Orleans Hornets,21000136,2010-11-13T00:00:00,NOH vs. POR,W,107
2010-11,Portland Trail Blazers,21000136,2010-11-13T00:00:00,POR @ NOH,L,87
2010-11,Golden State Warriors,21000137,2010-11-13T00:00:00,GSW @ MIL,L,72
2010-11,Milwaukee Bucks,21000137,2010-11-13T00:00:00,MIL vs. GSW,W,79
2010-11,Philadelphia 76ers,21000138,2010-11-13T00:00:00,PHI @ SAS,L,93
2010-11,San Antonio Spurs,21000138,2010-11-13T00:00:00,SAS vs. PHI,W,116
2010-11,Atlanta Hawks,21000139,2010-11-14T00:00:00,ATL vs. MIN,W,111
2010-11,Minnesota Timberwolves,21000139,2010-11-14T00:00:00,MIN @ ATL,L,105
2010-11,Detroit Pistons,21000140,2010-11-14T00:00:00,DET @ SAC,W,100
2010-11,Sacramento Kings,21000140,2010-11-14T00:00:00,SAC vs. DET,L,94
2010-11,Oklahoma City Thunder,21000141,2010-11-14T00:00:00,OKC vs. SAS,L,104
2010-11,San Antonio Spurs,21000141,2010-11-14T00:00:00,SAS @ OKC,W,117
2010-11,Houston Rockets,21000142,2010-11-14T00:00:00,HOU @ NYK,W,104
2010-11,New York Knicks,21000142,2010-11-14T00:00:00,NYK vs. HOU,L,96
2010-11,Los Angeles Lakers,21000143,2010-11-14T00:00:00,LAL vs. PHX,L,116
2010-11,Phoenix Suns,21000143,2010-11-14T00:00:00,PHX @ LAL,W,121
2010-11,Charlotte Bobcats,21000144,2010-11-15T00:00:00,CHA vs. MIN,W,113
2010-11,Minnesota Timberwolves,21000144,2010-11-15T00:00:00,MIN @ CHA,L,110
2010-11,Memphis Grizzlies,21000145,2010-11-15T00:00:00,MEM @ ORL,L,72
2010-11,Orlando Magic,21000145,2010-11-15T00:00:00,ORL vs. MEM,W,89
2010-11,Dallas Mavericks,21000146,2010-11-15T00:00:00,DAL vs. NOH,W,98
2010-11,New Orleans Hornets,21000146,2010-11-15T00:00:00,NOH @ DAL,L,95
2010-11,Denver Nuggets,21000147,2010-11-15T00:00:00,DEN @ PHX,L,94
2010-11,Phoenix Suns,21000147,2010-11-15T00:00:00,PHX vs. DEN,W,100
2010-11,Oklahoma City Thunder,21000148,2010-11-15T00:00:00,OKC @ UTA,W,115
2010-11,Utah Jazz,21000148,2010-11-15T00:00:00,UTA vs. OKC,L,108
2010-11,Detroit Pistons,21000149,2010-11-15T00:00:00,DET @ GSW,L,97
2010-11,Golden State Warriors,21000149,2010-11-15T00:00:00,GSW vs. DET,W,101
2010-11,Los Angeles Clippers,21000150,2010-11-15T00:00:00,LAC vs. NJN,L,96
2010-11,New Jersey Nets,21000150,2010-11-15T00:00:00,NJN @ LAC,W,110
2010-11,Cleveland Cavaliers,21000151,2010-11-16T00:00:00,CLE vs. PHI,W,101
2010-11,Philadelphia 76ers,21000151,2010-11-16T00:00:00,PHI @ CLE,L,93
2010-11,Atlanta Hawks,21000152,2010-11-16T00:00:00,ATL @ IND,W,102
2010-11,Indiana Pacers,21000152,2010-11-16T00:00:00,IND vs. ATL,L,92
2010-11,Toronto Raptors,21000153,2010-11-16T00:00:00,TOR @ WAS,L,94
2010-11,Washington Wizards,21000153,2010-11-16T00:00:00,WAS vs. TOR,W,109
2010-11,Memphis Grizzlies,21000154,2010-11-16T00:00:00,MEM vs. POR,L,99
2010-11,Portland Trail Blazers,21000154,2010-11-16T00:00:00,POR @ MEM,W,100
2010-11,Los Angeles Lakers,21000155,2010-11-16T00:00:00,LAL @ MIL,W,118
2010-11,Milwaukee Bucks,21000155,2010-11-16T00:00:00,MIL vs. LAL,L,107
