SEASON_YEAR,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,PTS
2018-19,Orlando Magic,21800923,2019-02-28T00:00:00,ORL vs. GSW,W,103
2018-19,Cleveland Cavaliers,21800924,2019-02-28T00:00:00,CLE @ NYK,W,125
2018-19,New York Knicks,21800924,2019-02-28T00:00:00,NYK vs. CLE,L,118
2018-19,Houston Rockets,21800925,2019-02-28T00:00:00,HOU vs. MIA,W,121
2018-19,Miami Heat,21800925,2019-02-28T00:00:00,MIA @ HOU,L,118
2018-19,Denver Nuggets,21800926,2019-02-28T00:00:00,DEN vs. UTA,L,104
2018-19,Utah Jazz,21800926,2019-02-28T00:00:00,UTA @ DEN,W,111
2018-19,Oklahoma City Thunder,21800927,2019-02-28T00:00:00,OKC vs. PHI,L,104
2018-19,Philadelphia 76ers,21800927,2019-02-28T00:00:00,PHI @ OKC,W,108
2018-19,Atlanta Hawks,21800928,2019-03-01T00:00:00,ATL vs. CHI,L,161
2018-19,Chicago Bulls,21800928,2019-03-01T00:00:00,CHI @ ATL,W,168
2018-19,Brooklyn Nets,21800929,2019-03-01T00:00:00,BKN vs. CHA,L,112
2018-19,Charlotte Hornets,21800929,2019-03-01T00:00:00,CHA @ BKN,W,123
2018-19,Portland Trail Blazers,21800930,2019-03-01T00:00:00,POR @ TOR,L,117
2018-19,Toronto Raptors,21800930,2019-03-01T00:00:00,TOR vs. POR,W,119
2018-19,Boston Celtics,21800931,2019-03-01T00:00:00,BOS vs. WAS,W,107
2018-19,Washington Wizards,21800931,2019-03-01T00:00:00,WAS @ BOS,L,96
2018-19,New Orleans Pelicans,21800932,2019-03-01T00:00:00,NOP @ PHX,W,130
2018-19,Phoenix Suns,21800932,2019-03-01T00:00:00,PHX vs. NOP,L,116
2018-19,LA Clippers,21800933,2019-03-01T00:00:00,LAC @ SAC,W,116
2018-19,Sacramento Kings,21800933,2019-03-01T00:00:00,SAC vs. LAC,L,109
2018-19,Los Angeles Lakers,21800934,2019-03-01T00:00:00,LAL vs. MIL,L,120
2018-19,Milwaukee Bucks,21800934,2019-03-01T00:00:00,MIL @ LAL,W,131
2018-19,Cleveland Cavaliers,21800935,2019-03-02T00:00:00,CLE vs. DET,L,93
2018-19,Detroit Pistons,21800935,2019-03-02T00:00:00,DET @ CLE,W,129
2018-19,Indiana Pacers,21800936,2019-03-02T00:00:00,IND vs. ORL,L,112
2018-19,Orlando Magic,21800936,2019-03-02T00:00:00,ORL @ IND,W,117
2018-19,Brooklyn Nets,21800937,2019-03-02T00:00:00,BKN @ MIA,L,88
2018-19,Miami Heat,21800937,2019-03-02T00:00:00,MIA vs. BKN,W,117
2018-19,Golden State Warriors,21800938,2019-03-02T00:00:00,GSW @ PHI,W,120
2018-19,Philadelphia 76ers,21800938,2019-03-02T00:00:00,PHI vs. GSW,L,117
2018-19,Dallas Mavericks,21800939,2019-03-02T00:00:00,DAL vs. MEM,L,81
2018-19,Memphis Grizzlies,21800939,2019-03-02T00:00:00,MEM @ DAL,W,111
2018-19,Oklahoma City Thunder,21800940,2019-03-02T00:00:00,OKC @ SAS,L,102
2018-19,San Antonio Spurs,21800940,2019-03-02T00:00:00,SAS vs. OKC,W,116
2018-19,Denver Nuggets,21800941,2019-03-02T00:00:00,DEN vs. NOP,L,112
2018-19,New Orleans Pelicans,21800941,2019-03-02T00:00:00,NOP @ DEN,W,120
2018-19,Los Angeles Lakers,21800942,2019-03-02T00:00:00,LAL @ PHX,L,109
2018-19,Phoenix Suns,21800942,2019-03-02T00:00:00,PHX vs. LAL,W,118
2018-19,Milwaukee Bucks,21800943,2019-03-02T00:00:00,MIL @ UTA,L,111
2018-19,Utah Jazz,21800943,2019-03-02T00:00:00,UTA vs. MIL,W,115
2018-19,Charlotte Hornets,21800944,2019-03-03T00:00:00,CHA vs. POR,L,108
2018-19,Portland Trail Blazers,21800944,2019-03-03T00:00:00,POR @ CHA,W,118
2018-19,Boston Celtics,21800945,2019-03-03T00:00:00,BOS vs. HOU,L,104
2018-19,Houston Rockets,21800945,2019-03-03T00:00:00,HOU @ BOS,W,115
2018-19,Atlanta Hawks,21800946,2019-03-03T00:00:00,ATL @ CHI,W,123
2018-19,Chicago Bulls,21800946,2019-03-03T00:00:00,CHI vs. ATL,L,118
2018-19,LA Clippers,21800947,2019-03-03T00:00:00,LAC vs. NYK,W,128
2018-19,New York Knicks,21800947,2019-03-03T00:00:00,NYK @ LAC,L,107
2018-19,Cleveland Cavaliers,21800948,2019-03-03T00:00:00,CLE vs. ORL,W,107
2018-19,Orlando Magic,21800948,2019-03-03T00:00:00,ORL @ CLE,L,93
2018-19,Detroit Pistons,21800949,2019-03-03T00:00:00,DET vs. TOR,W,112
2018-19,Toronto Raptors,21800949,2019-03-03T00:00:00,TOR @ DET,L,107
2018-19,Minnesota Timberwolves,21800950,2019-03-03T00:00:00,MIN @ WAS,L,121
2018-19,Washington Wizards,21800950,2019-03-03T00:00:00,WAS vs. MIN,W,135
2018-19,Memphis Grizzlies,21800951,2019-03-03T00:00:00,MEM @ OKC,L,95
2018-19,Oklahoma City Thunder,21800951,2019-03-03T00:00:00,OKC vs. MEM,W,99
2018-19,Brooklyn Nets,21800952,2019-03-04T00:00:00,BKN vs. DAL,W,127
2018-19,Dallas Mavericks,21800952,2019-03-04T00:00:00,DAL @ BKN,L,88
2018-19,Atlanta Hawks,21800953,2019-03-04T00:00:00,ATL @ MIA,L,113
2018-19,Miami Heat,21800953,2019-03-04T00:00:00,MIA vs. ATL,W,114
2018-19,Denver Nuggets,21800954,2019-03-04T00:00:00,DEN @ SAS,L,103
2018-19,San Antonio Spurs,21800954,2019-03-04T00:00:00,SAS vs. DEN,W,104
2018-19,Milwaukee Bucks,21800955,2019-03-04T00:00:00,MIL @ PHX,L,105
2018-19,Phoenix Suns,21800955,2019-03-04T00:00:00,PHX vs. MIL,W,114
2018-19,New Orleans Pelicans,21800956,2019-03-04T00:00:00,NOP @ UTA,W,115
2018-19,Utah Jazz,21800956,2019-03-04T00:00:00,UTA vs. NOP,L,112
2018-19,New York Knicks,21800957,2019-03-04T00:00:00,NYK @ SAC,L,108
2018-19,Sacramento Kings,21800957,2019-03-04T00:00:00,SAC vs. NYK,W,115
2018-19,LA Clippers,21800958,2019-03-04T00:00:00,LAC @ LAL,W,113
2018-19,Los Angeles Lakers,21800958,2019-03-04T00:00:00,LAL vs. LAC,L,105
2018-19,Chicago Bulls,21800959,2019-03-05T00:00:00,CHI @ IND,L,96
2018-19,Indiana Pacers,21800959,2019-03-05T00:00:00,IND vs. CHI,W,105
2018-19,Orlando Magic,21800960,2019-03-05T00:00:00,ORL @ PHI,L,106
2018-19,Philadelphia 76ers,21800960,2019-03-05T00:00:00,PHI vs. ORL,W,114
2018-19,Houston Rockets,21800961,2019-03-05T00:00:00,HOU @ TOR,W,107
2018-19,Toronto Raptors,21800961,2019-03-05T00:00:00,TOR vs. HOU,L,95
2018-19,Memphis Grizzlies,21800962,2019-03-05T00:00:00,MEM vs. POR,W,120
2018-19,Portland Trail Blazers,21800962,2019-03-05T00:00:00,POR @ MEM,L,111
2018-19,Minnesota Timberwolves,21800963,2019-03-05T00:00:00,MIN vs. OKC,W,131
2018-19,Oklahoma City Thunder,21800963,2019-03-05T00:00:00,OKC @ MIN,L,120
2018-19,Boston Celtics,21800964,2019-03-05T00:00:00,BOS @ GSW,W,128
2018-19,Golden State Warriors,21800964,2019-03-05T00:00:00,GSW vs. BOS,L,95
2018-19,Charlotte Hornets,21800965,2019-03-06T00:00:00,CHA vs. MIA,L,84
2018-19,Miami Heat,21800965,2019-03-06T00:00:00,MIA @ CHA,W,91
2018-19,Detroit Pistons,21800966,2019-03-06T00:00:00,DET vs. MIN,W,131
2018-19,Minnesota Timberwolves,21800966,2019-03-06T00:00:00,MIN @ DET,L,114
2018-19,Dallas Mavericks,21800967,2019-03-06T00:00:00,DAL @ WAS,L,123
2018-19,Washington Wizards,21800967,2019-03-06T00:00:00,WAS vs. DAL,W,132
2018-19,Atlanta Hawks,21800968,2019-03-06T00:00:00,ATL vs. SAS,L,104
2018-19,San Antonio Spurs,21800968,2019-03-06T00:00:00,SAS @ ATL,W,111
2018-19,Brooklyn Nets,21800969,2019-03-06T00:00:00,BKN vs. CLE,W,113
2018-19,Cleveland Cavaliers,21800969,2019-03-06T00:00:00,CLE @ BKN,L,107
2018-19,Chicago Bulls,21800970,2019-03-06T00:00:00,CHI vs. PHI,W,108
2018-19,Philadelphia 76ers,21800970,2019-03-06T00:00:00,PHI @ CHI,L,107
2018-19,New Orleans Pelicans,21800971,2019-03-06T00:00:00,NOP vs. UTA,L,104
2018-19,Utah Jazz,21800971,2019-03-06T00:00:00,UTA @ NOP,W,114
2018-19,New York Knicks,21800972,2019-03-06T00:00:00,NYK @ PHX,L,96
2018-19,Phoenix Suns,21800972,2019-03-06T00:00:00,PHX vs. NYK,W,107
2018-19,Boston Celtics,21800973,2019-03-06T00:00:00,BOS @ SAC,W,111
2018-19,Sacramento Kings,21800973,2019-03-06T00:00:00,SAC vs. BOS,L,109
2018-19,Denver Nuggets,21800974,2019-03-06T00:00:00,DEN @ LAL,W,115
2018-19,Los Angeles Lakers,21800974,2019-03-06T00:00:00,LAL vs. DEN,L,99
2018-19,Indiana Pacers,21800975,2019-03-07T00:00:00,IND @ MIL,L,98
2018-19,Milwaukee Bucks,21800975,2019-03-07T00:00:00,MIL vs. IND,W,117
2018-19,Oklahoma City Thunder,21800976,2019-03-07T00:00:00,OKC @ POR,W,129
2018-19,Portland Trail Blazers,21800976,2019-03-07T00:00:00,POR vs. OKC,L,121
2018-19,Charlotte Hornets,21800977,2019-03-08T00:00:00,CHA vs. WAS,W,112
2018-19,Washington Wizards,21800977,2019-03-08T00:00:00,WAS @ CHA,L,111
2018-19,Dallas Mavericks,21800978,2019-03-08T00:00:00,DAL @ ORL,L,106
2018-19,Orlando Magic,21800978,2019-03-08T00:00:00,ORL vs. DAL,W,111
2018-19,Cleveland Cavaliers,21800979,2019-03-08T00:00:00,CLE @ MIA,L,110
2018-19,Miami Heat,21800979,2019-03-08T00:00:00,MIA vs. CLE,W,126
2018-19,Chicago Bulls,21800980,2019-03-08T00:00:00,CHI vs. DET,L,104
2018-19,Detroit Pistons,21800980,2019-03-08T00:00:00,DET @ CHI,W,112
2018-19,Houston Rockets,21800981,2019-03-08T00:00:00,HOU vs. PHI,W,107
2018-19,Philadelphia 76ers,21800981,2019-03-08T00:00:00,PHI @ HOU,L,91
2018-19,Memphis Grizzlies,21800982,2019-03-08T00:00:00,MEM vs. UTA,W,114
2018-19,Utah Jazz,21800982,2019-03-08T00:00:00,UTA @ MEM,L,104
2018-19,New Orleans Pelicans,21800983,2019-03-08T00:00:00,NOP vs. TOR,L,104
2018-19,Toronto Raptors,21800983,2019-03-08T00:00:00,TOR @ NOP,W,127
2018-19,Denver Nuggets,21800984,2019-03-08T00:00:00,DEN @ GSW,L,105
2018-19,Golden State Warriors,21800984,2019-03-08T00:00:00,GSW vs. DEN,W,122
2018-19,LA Clippers,21800985,2019-03-08T00:00:00,LAC vs. OKC,W,118
2018-19,Oklahoma City Thunder,21800985,2019-03-08T00:00:00,OKC @ LAC,L,110
2018-19,New York Knicks,21800986,2019-03-09T00:00:00,NYK vs. SAC,L,94
2018-19,Sacramento Kings,21800986,2019-03-09T00:00:00,SAC @ NYK,W,102
2018-19,Atlanta Hawks,21800987,2019-03-09T00:00:00,ATL vs. BKN,L,112
2018-19,Brooklyn Nets,21800987,2019-03-09T00:00:00,BKN @ ATL,W,114
2018-19,Minnesota Timberwolves,21800988,2019-03-09T00:00:00,MIN vs. WAS,W,135
2018-19,Washington Wizards,21800988,2019-03-09T00:00:00,WAS @ MIN,L,130
2018-19,Boston Celtics,21800989,2019-03-09T00:00:00,BOS @ LAL,W,120
2018-19,Los Angeles Lakers,21800989,2019-03-09T00:00:00,LAL vs. BOS,L,107
2018-19,Charlotte Hornets,21800990,2019-03-09T00:00:00,CHA @ MIL,L,114
2018-19,Milwaukee Bucks,21800990,2019-03-09T00:00:00,MIL vs. CHA,W,131
2018-19,Phoenix Suns,21800991,2019-03-09T00:00:00,PHX @ POR,L,120
2018-19,Portland Trail Blazers,21800991,2019-03-09T00:00:00,POR vs. PHX,W,127
2018-19,Chicago Bulls,21800992,2019-03-10T00:00:00,CHI @ DET,L,108
2018-19,Detroit Pistons,21800992,2019-03-10T00:00:00,DET vs. CHI,W,131
2018-19,Miami Heat,21800993,2019-03-10T00:00:00,MIA vs. TOR,L,104
2018-19,Toronto Raptors,21800993,2019-03-10T00:00:00,TOR @ MIA,W,125
2018-19,Indiana Pacers,21800994,2019-03-10T00:00:00,IND @ PHI,L,89
2018-19,Philadelphia 76ers,21800994,2019-03-10T00:00:00,PHI vs. IND,W,106
2018-19,Atlanta Hawks,21800995,2019-03-10T00:00:00,ATL vs. NOP,W,128
2018-19,New Orleans Pelicans,21800995,2019-03-10T00:00:00,NOP @ ATL,L,116
2018-19,Memphis Grizzlies,21800996,2019-03-10T00:00:00,MEM vs. ORL,W,105
2018-19,Orlando Magic,21800996,2019-03-10T00:00:00,ORL @ MEM,L,97
2018-19,Dallas Mavericks,21800997,2019-03-10T00:00:00,DAL vs. HOU,L,93
2018-19,Houston Rockets,21800997,2019-03-10T00:00:00,HOU @ DAL,W,94
2018-19,Minnesota Timberwolves,21800998,2019-03-10T00:00:00,MIN vs. NYK,W,103
2018-19,New York Knicks,21800998,2019-03-10T00:00:00,NYK @ MIN,L,92
2018-19,Milwaukee Bucks,21800999,2019-03-10T00:00:00,MIL @ SAS,L,114
2018-19,San Antonio Spurs,21800999,2019-03-10T00:00:00,SAS vs. MIL,W,121
2018-19,Golden State Warriors,21801000,2019-03-10T00:00:00,GSW vs. PHX,L,111
2018-19,Phoenix Suns,21801000,2019-03-10T00:00:00,PHX @ GSW,W,115
2018-19,Cleveland Cavaliers,21801001,2019-03-11T00:00:00,CLE vs. TOR,W,126
2018-19,Toronto Raptors,21801001,2019-03-11T00:00:00,TOR @ CLE,L,101
2018-19,Sacramento Kings,21801002,2019-03-11T00:00:00,SAC @ WAS,L,115
2018-19,Washington Wizards,21801002,2019-03-11T00:00:00,WAS vs. SAC,W,121
2018-19,Brooklyn Nets,21801003,2019-03-11T00:00:00,BKN vs. DET,W,103
2018-19,Detroit Pistons,21801003,2019-03-11T00:00:00,DET @ BKN,L,75
2018-19,Charlotte Hornets,21801004,2019-03-11T00:00:00,CHA @ HOU,L,106
2018-19,Houston Rockets,21801004,2019-03-11T00:00:00,HOU vs. CHA,W,118
2018-19,Oklahoma City Thunder,21801005,2019-03-11T00:00:00,OKC @ UTA,W,98
2018-19,Utah Jazz,21801005,2019-03-11T00:00:00,UTA vs. OKC,L,89
2018-19,Boston Celtics,21801006,2019-03-11T00:00:00,BOS @ LAC,L,115
2018-19,LA Clippers,21801006,2019-03-11T00:00:00,LAC vs. BOS,W,140
2018-19,Indiana Pacers,21801007,2019-03-12T00:00:00,IND vs. NYK,W,103
2018-19,New York Knicks,21801007,2019-03-12T00:00:00,NYK @ IND,L,98
2018-19,Cleveland Cavaliers,21801008,2019-03-12T00:00:00,CLE @ PHI,L,99
2018-19,Philadelphia 76ers,21801008,2019-03-12T00:00:00,PHI vs. CLE,W,106
2018-19,Chicago Bulls,21801009,2019-03-12T00:00:00,CHI vs. LAL,L,107
2018-19,Los Angeles Lakers,21801009,2019-03-12T00:00:00,LAL @ CHI,W,123
2018-19,Milwaukee Bucks,21801010,2019-03-12T00:00:00,MIL @ NOP,W,130
2018-19,New Orleans Pelicans,21801010,2019-03-12T00:00:00,NOP vs. MIL,L,113
2018-19,Dallas Mavericks,21801011,2019-03-12T00:00:00,DAL vs. SAS,L,105
2018-19,San Antonio Spurs,21801011,2019-03-12T00:00:00,SAS @ DAL,W,112
2018-19,Denver Nuggets,21801012,2019-03-12T00:00:00,DEN vs. MIN,W,133
2018-19,Minnesota Timberwolves,21801012,2019-03-12T00:00:00,MIN @ DEN,L,107
2018-19,LA Clippers,21801013,2019-03-12T00:00:00,LAC vs. POR,L,104
2018-19,Portland Trail Blazers,21801013,2019-03-12T00:00:00,POR @ LAC,W,125
2018-19,Detroit Pistons,21801014,2019-03-13T00:00:00,DET @ MIA,L,74
2018-19,Miami Heat,21801014,2019-03-13T00:00:00,MIA vs. DET,W,108
2018-19,Orlando Magic,21801015,2019-03-13T00:00:00,ORL @ WAS,L,90
2018-19,Washington Wizards,21801015,2019-03-13T00:00:00,WAS vs. ORL,W,100
2018-19,Atlanta Hawks,21801016,2019-03-13T00:00:00,ATL vs. MEM,W,132
2018-19,Memphis Grizzlies,21801016,2019-03-13T00:00:00,MEM @ ATL,L,111
2018-19,Brooklyn Nets,21801017,2019-03-13T00:00:00,BKN @ OKC,L,96
2018-19,Oklahoma City Thunder,21801017,2019-03-13T00:00:00,OKC vs. BKN,W,108
2018-19,Golden State Warriors,21801018,2019-03-13T00:00:00,GSW @ HOU,W,106
2018-19,Houston Rockets,21801018,2019-03-13T00:00:00,HOU vs. GSW,L,104
2018-19,Phoenix Suns,21801019,2019-03-13T00:00:00,PHX vs. UTA,L,97
2018-19,Utah Jazz,21801019,2019-03-13T00:00:00,UTA @ PHX,W,114
2018-19,Indiana Pacers,21801020,2019-03-14T00:00:00,IND vs. OKC,W,108
2018-19,Oklahoma City Thunder,21801020,2019-03-14T00:00:00,OKC @ IND,L,106
2018-19,Cleveland Cavaliers,21801021,2019-03-14T00:00:00,CLE @ ORL,L,91
2018-19,Orlando Magic,21801021,2019-03-14T00:00:00,ORL vs. CLE,W,120
2018-19,Boston Celtics,21801022,2019-03-14T00:00:00,BOS vs. SAC,W,126
2018-19,Sacramento Kings,21801022,2019-03-14T00:00:00,SAC @ BOS,L,120
2018-19,Los Angeles Lakers,21801023,2019-03-14T00:00:00,LAL @ TOR,L,98
2018-19,Toronto Raptors,21801023,2019-03-14T00:00:00,TOR vs. LAL,W,111
2018-19,Minnesota Timberwolves,21801024,2019-03-14T00:00:00,MIN @ UTA,L,100
2018-19,Utah Jazz,21801024,2019-03-14T00:00:00,UTA vs. MIN,W,120
2018-19,Dallas Mavericks,21801025,2019-03-14T00:00:00,DAL @ DEN,L,99
2018-19,Denver Nuggets,21801025,2019-03-14T00:00:00,DEN vs. DAL,W,100
2018-19,Detroit Pistons,21801026,2019-03-15T00:00:00,DET vs. LAL,W,111
2018-19,Los Angeles Lakers,21801026,2019-03-15T00:00:00,LAL @ DET,L,97
2018-19,Philadelphia 76ers,21801027,2019-03-15T00:00:00,PHI vs. SAC,W,123
2018-19,Sacramento Kings,21801027,2019-03-15T00:00:00,SAC @ PHI,L,114
2018-19,Charlotte Hornets,21801028,2019-03-15T00:00:00,CHA @ WAS,W,116
2018-19,Washington Wizards,21801028,2019-03-15T00:00:00,WAS vs. CHA,L,110
2018-19,Miami Heat,21801029,2019-03-15T00:00:00,MIA vs. MIL,L,98
2018-19,Milwaukee Bucks,21801029,2019-03-15T00:00:00,MIL @ MIA,W,113
2018-19,Houston Rockets,21801030,2019-03-15T00:00:00,HOU vs. PHX,W,108
2018-19,Phoenix Suns,21801030,2019-03-15T00:00:00,PHX @ HOU,L,102
2018-19,New Orleans Pelicans,21801031,2019-03-15T00:00:00,NOP vs. POR,L,110
2018-19,Portland Trail Blazers,21801031,2019-03-15T00:00:00,POR @ NOP,W,122
2018-19,New York Knicks,21801032,2019-03-15T00:00:00,NYK @ SAS,L,83
2018-19,San Antonio Spurs,21801032,2019-03-15T00:00:00,SAS vs. NYK,W,109
2018-19,Chicago Bulls,21801033,2019-03-15T00:00:00,CHI @ LAC,L,121
2018-19,LA Clippers,21801033,2019-03-15T00:00:00,LAC vs. CHI,W,128
2018-19,Atlanta Hawks,21801034,2019-03-16T00:00:00,ATL @ BOS,L,120
2018-19,Boston Celtics,21801034,2019-03-16T00:00:00,BOS vs. ATL,W,129
2018-19,Memphis Grizzlies,21801035,2019-03-16T00:00:00,MEM @ WAS,L,128
2018-19,Washington Wizards,21801035,2019-03-16T00:00:00,WAS vs. MEM,W,135
2018-19,New Orleans Pelicans,21801036,2019-03-16T00:00:00,NOP vs. PHX,L,136
2018-19,Phoenix Suns,21801036,2019-03-16T00:00:00,PHX @ NOP,W,138
2018-19,Cleveland Cavaliers,21801037,2019-03-16T00:00:00,CLE @ DAL,L,116
2018-19,Dallas Mavericks,21801037,2019-03-16T00:00:00,DAL vs. CLE,W,121
2018-19,Golden State Warriors,21801038,2019-03-16T00:00:00,GSW @ OKC,W,110
2018-19,Oklahoma City Thunder,21801038,2019-03-16T00:00:00,OKC vs. GSW,L,88
2018-19,Portland Trail Blazers,21801039,2019-03-16T00:00:00,POR @ SAS,L,103
2018-19,San Antonio Spurs,21801039,2019-03-16T00:00:00,SAS vs. POR,W,108
2018-19,Denver Nuggets,21801040,2019-03-16T00:00:00,DEN vs. IND,W,102
2018-19,Indiana Pacers,21801040,2019-03-16T00:00:00,IND @ DEN,L,100
2018-19,Brooklyn Nets,21801041,2019-03-16T00:00:00,BKN @ UTA,L,98
2018-19,Utah Jazz,21801041,2019-03-16T00:00:00,UTA vs. BKN,W,114
2018-19,Los Angeles Lakers,21801042,2019-03-17T00:00:00,LAL @ NYK,L,123
2018-19,New York Knicks,21801042,2019-03-17T00:00:00,NYK vs. LAL,W,124
2018-19,Milwaukee Bucks,21801043,2019-03-17T00:00:00,MIL vs. PHI,L,125
2018-19,Philadelphia 76ers,21801043,2019-03-17T00:00:00,PHI @ MIL,W,130
2018-19,Detroit Pistons,21801044,2019-03-17T00:00:00,DET vs. TOR,W,110
2018-19,Toronto Raptors,21801044,2019-03-17T00:00:00,TOR @ DET,L,107
2018-19,Charlotte Hornets,21801045,2019-03-17T00:00:00,CHA @ MIA,L,75
2018-19,Miami Heat,21801045,2019-03-17T00:00:00,MIA vs. CHA,W,93
2018-19,Atlanta Hawks,21801046,2019-03-17T00:00:00,ATL @ ORL,L,91
2018-19,Orlando Magic,21801046,2019-03-17T00:00:00,ORL vs. ATL,W,101
2018-19,Chicago Bulls,21801047,2019-03-17T00:00:00,CHI @ SAC,L,102
2018-19,Sacramento Kings,21801047,2019-03-17T00:00:00,SAC vs. CHI,W,129
2018-19,Houston Rockets,21801048,2019-03-17T00:00:00,HOU vs. MIN,W,117
2018-19,Minnesota Timberwolves,21801048,2019-03-17T00:00:00,MIN @ HOU,L,102
2018-19,Brooklyn Nets,21801049,2019-03-17T00:00:00,BKN @ LAC,L,116
2018-19,LA Clippers,21801049,2019-03-17T00:00:00,LAC vs. BKN,W,119
2018-19,Cleveland Cavaliers,21801050,2019-03-18T00:00:00,CLE vs. DET,W,126
2018-19,Detroit Pistons,21801050,2019-03-18T00:00:00,DET @ CLE,L,119
2018-19,Utah Jazz,21801051,2019-03-18T00:00:00,UTA @ WAS,W,116
2018-19,Washington Wizards,21801051,2019-03-18T00:00:00,WAS vs. UTA,L,95
2018-19,Boston Celtics,21801052,2019-03-18T00:00:00,BOS vs. DEN,L,105
2018-19,Denver Nuggets,21801052,2019-03-18T00:00:00,DEN @ BOS,W,114
2018-19,New York Knicks,21801053,2019-03-18T00:00:00,NYK @ TOR,L,92
2018-19,Toronto Raptors,21801053,2019-03-18T00:00:00,TOR vs. NYK,W,128
2018-19,Miami Heat,21801054,2019-03-18T00:00:00,MIA @ OKC,W,116
2018-19,Oklahoma City Thunder,21801054,2019-03-18T00:00:00,OKC vs. MIA,L,107
2018-19,Golden State Warriors,21801055,2019-03-18T00:00:00,GSW @ SAS,L,105
2018-19,San Antonio Spurs,21801055,2019-03-18T00:00:00,SAS vs. GSW,W,111
2018-19,Dallas Mavericks,21801056,2019-03-18T00:00:00,DAL vs. NOP,L,125
2018-19,New Orleans Pelicans,21801056,2019-03-18T00:00:00,NOP @ DAL,W,129
2018-19,Chicago Bulls,21801057,2019-03-18T00:00:00,CHI @ PHX,W,116
2018-19,Phoenix Suns,21801057,2019-03-18T00:00:00,PHX vs. CHI,L,101
2018-19,Indiana Pacers,21801058,2019-03-18T00:00:00,IND @ POR,L,98
2018-19,Portland Trail Blazers,21801058,2019-03-18T00:00:00,POR vs. IND,W,106
2018-19,Charlotte Hornets,21801059,2019-03-19T00:00:00,CHA vs. PHI,L,114
2018-19,Philadelphia 76ers,21801059,2019-03-19T00:00:00,PHI @ CHA,W,118
2018-19,Atlanta Hawks,21801060,2019-03-19T00:00:00,ATL vs. HOU,L,105
2018-19,Houston Rockets,21801060,2019-03-19T00:00:00,HOU @ ATL,W,121
2018-19,Los Angeles Lakers,21801061,2019-03-19T00:00:00,LAL @ MIL,L,101
2018-19,Milwaukee Bucks,21801061,2019-03-19T00:00:00,MIL vs. LAL,W,115
2018-19,Golden State Warriors,21801062,2019-03-19T00:00:00,GSW @ MIN,W,117
2018-19,Minnesota Timberwolves,21801062,2019-03-19T00:00:00,MIN vs. GSW,L,107
2018-19,Brooklyn Nets,21801063,2019-03-19T00:00:00,BKN @ SAC,W,123
2018-19,Sacramento Kings,21801063,2019-03-19T00:00:00,SAC vs. BKN,L,121
2018-19,Indiana Pacers,21801064,2019-03-19T00:00:00,IND @ LAC,L,109
2018-19,LA Clippers,21801064,2019-03-19T00:00:00,LAC vs. IND,W,115
2018-19,Cleveland Cavaliers,21801065,2019-03-20T00:00:00,CLE vs. MIL,W,107
2018-19,Milwaukee Bucks,21801065,2019-03-20T00:00:00,MIL @ CLE,L,102
2018-19,New Orleans Pelicans,21801066,2019-03-20T00:00:00,NOP @ ORL,L,96
2018-19,Orlando Magic,21801066,2019-03-20T00:00:00,ORL vs. NOP,W,119
2018-19,Boston Celtics,21801067,2019-03-20T00:00:00,BOS @ PHI,L,115
2018-19,Philadelphia 76ers,21801067,2019-03-20T00:00:00,PHI vs. BOS,W,118
2018-19,New York Knicks,21801068,2019-03-20T00:00:00,NYK vs. UTA,L,116
2018-19,Utah Jazz,21801068,2019-03-20T00:00:00,UTA @ NYK,W,137
2018-19,Chicago Bulls,21801069,2019-03-20T00:00:00,CHI vs. WAS,W,126
2018-19,Washington Wizards,21801069,2019-03-20T00:00:00,WAS @ CHI,L,120
2018-19,Houston Rockets,21801070,2019-03-20T00:00:00,HOU @ MEM,L,125
2018-19,Memphis Grizzlies,21801070,2019-03-20T00:00:00,MEM vs. HOU,W,126
2018-19,Miami Heat,21801071,2019-03-20T00:00:00,MIA @ SAS,W,110
2018-19,San Antonio Spurs,21801071,2019-03-20T00:00:00,SAS vs. MIA,L,105
2018-19,Oklahoma City Thunder,21801072,2019-03-20T00:00:00,OKC vs. TOR,L,114
2018-19,Toronto Raptors,21801072,2019-03-20T00:00:00,TOR @ OKC,W,123
2018-19,Dallas Mavericks,21801073,2019-03-20T00:00:00,DAL @ POR,L,118
2018-19,Portland Trail Blazers,21801073,2019-03-20T00:00:00,POR vs. DAL,W,126
2018-19,Charlotte Hornets,21801074,2019-03-21T00:00:00,CHA vs. MIN,W,113
2018-19,Minnesota Timberwolves,21801074,2019-03-21T00:00:00,MIN @ CHA,L,106
2018-19,Denver Nuggets,21801075,2019-03-21T00:00:00,DEN @ WAS,W,113
2018-19,Washington Wizards,21801075,2019-03-21T00:00:00,WAS vs. DEN,L,108
2018-19,Atlanta Hawks,21801076,2019-03-21T00:00:00,ATL vs. UTA,W,117
2018-19,Utah Jazz,21801076,2019-03-21T00:00:00,UTA @ ATL,L,114
2018-19,Detroit Pistons,21801077,2019-03-21T00:00:00,DET @ PHX,W,118
2018-19,Phoenix Suns,21801077,2019-03-21T00:00:00,PHX vs. DET,L,98
2018-19,Dallas Mavericks,21801078,2019-03-21T00:00:00,DAL @ SAC,L,100
2018-19,Sacramento Kings,21801078,2019-03-21T00:00:00,SAC vs. DAL,W,116
